fixture_id,mac,board,chip_revision,flash_mb,psram_mb,status,firmware_rev,firmware_sha256,battery_chemistry,battery_capacity_mah,charge_limit_ma,ota_profile,ota_verified,role,install_location,first_seen_utc,last_verified_utc,notes
9E5AB0,D8:85:AC:9E:5A:B0,PowerFeather V2,0.2,8,2,commissioned,fx-260828-d8f62c3-p,57F40023E1E599D60CF2A309E6A7AF2F94BF45716421309B2B3A15048B239097,Generic_LFP,6000,2000,Party In The Woods,true,uplight,trunk light - position TBD,2026-08-16T18:23:45Z,2026-08-28T21:56:40Z,"Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified; allocated to 6 Ah trunk-light fleet (runtime auto-probe); universal-default exact revision survived A/B verify; 300mA IPRECHG and solenoid capability enabled; Exact fx-260818-05ed4b3-b OTA A/B verify passed 2026-08-18; fresh revision heartbeat survived the 20 s pending-verify gate; Exact fx-260818-f80f315-b OTA A/B verify passed 2026-08-18; exact USB ADR 0067 canary changed baseline chandelier/sensor-bits-0/MSA-absent behavior to uplight/sensor-bits-8/MSA-present with live read; first combined artifact exposed wrong four-byte RGBW uplight framing and was physically dark; exact replacement fx-260828-d8f62c3-p passed GRB write verification, field/channel 11/FULL/no-fault class and MSA checks, visibly breathing RGB white with about 119 mA load delta, L0 rail-off, RTS reset, and normal ESP-NOW recovery"
9E5AB8,D8:85:AC:9E:5A:B8,PowerFeather V2,0.2,8,2,bench_only,fx-260819-7afe0a6-b,95E8D74727089C9BC309AE66109C2F26C1CB7CB7888D84C8FE90158F8BC9FCBC,Generic_LFP,6000,2000,Party In The Woods,false,prototype_peer,Ben local bench,2026-08-19T20:27:01Z,2026-08-19T20:28:43Z,Early prototype with wrong soldered headers; USB commissioning passed and channel-11 ESP-NOW receive was demonstrated while it ran the prior bridge image; local testing only - do not install in fleet
9E5AC8,D8:85:AC:9E:5A:C8,PowerFeather V2,0.2,8,2,commissioned,fx-260818-05ed4b3-b,2986A0294827EF6BE970D2FFE50066C885F3107F139F8601D5054D797467E1DB,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-16T20:22:53Z,2026-08-18T01:14:00Z,Unassigned; tentative canopy/downlight or extra; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO; Exact fx-260818-05ed4b3-b OTA A/B verify passed 2026-08-18; fresh revision heartbeat survived the 20 s pending-verify gate
9E5AD4,D8:85:AC:9E:5A:D4,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-16T19:05:17Z,2026-08-16T19:05:48Z,Unassigned; likely inner-ring canopy/downlight candidate; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO
9E5AD8,D8:85:AC:9E:5A:D8,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-16T18:42:56Z,2026-08-16T18:43:28Z,Unassigned; likely inner-ring canopy/downlight candidate; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO
9E5AE0,D8:85:AC:9E:5A:E0,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-16T20:16:54Z,2026-08-16T20:17:27Z,Unassigned; tentative canopy/downlight or extra; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO
9E5AE4,D8:85:AC:9E:5A:E4,PowerFeather V2,0.2,8,2,commissioned,fx-260818-f80f315-b,0F1119C6BA80F2280DB2C04F478A59B6BE0C407EDF6C95C62248F89AF90AD638,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-16T19:30:26Z,2026-08-18T03:04:52Z,Unassigned; tentative canopy/downlight or extra; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO; Exact fx-260818-f80f315-b OTA A/B verify passed 2026-08-18
9E5AE8,D8:85:AC:9E:5A:E8,PowerFeather V2,0.2,8,2,enumerated,led-studio-2026-07-30.6,3C505907AFB1A1FFF9B8E3E1EBDA7F052224E5A8629966FFE38DFC23C406CDCD,Generic_LFP,6000,500,WonkyHouse,true,perimeter_demo,TN small perimeter enclosure (HEX + gobo + VL53L5CX),2026-07-30T21:10:58Z,2026-07-30T23:32:24Z,"Bench demo intake, not fleet-commissioned (status stays enumerated): l5cx depth-color demo (idle red -> hue tracks visitor -> white gobo <=500mm/occlusion) field-validated; mdns ledstudio-9e5ae8.local"
9E5AF0,D8:85:AC:9E:5A:F0,PowerFeather V2,0.2,8,2,bench_only,fx-260819-7afe0a6-b,95E8D74727089C9BC309AE66109C2F26C1CB7CB7888D84C8FE90158F8BC9FCBC,Generic_LFP,6000,2000,Party In The Woods,false,prototype_peer,Ben local bench,2026-08-19T20:27:01Z,2026-08-19T20:27:35Z,Early prototype with wrong soldered headers; USB commissioning passed and channel-11 ESP-NOW transmission was observed by 9E5AB8; local testing only - do not install in fleet
9E5AF4,D8:85:AC:9E:5A:F4,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-16T19:56:07Z,2026-08-16T19:56:36Z,Unassigned; tentative canopy/downlight or extra; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO
9E5B00,D8:85:AC:9E:5B:00,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-16T20:16:54Z,2026-08-16T20:17:25Z,Unassigned; tentative canopy/downlight or extra; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO
9E5B04,D8:85:AC:9E:5B:04,PowerFeather V2,0.2,8,2,commissioned,fx-260818-f80f315-b,0F1119C6BA80F2280DB2C04F478A59B6BE0C407EDF6C95C62248F89AF90AD638,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-16T20:16:54Z,2026-08-18T03:10:21Z,Unassigned; tentative canopy/downlight or extra; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO; Exact fx-260818-f80f315-b OTA A/B verify passed 2026-08-18
9E5B10,D8:85:AC:9E:5B:10,PowerFeather V2,0.2,8,2,commissioned,fx-260818-f80f315-b,0F1119C6BA80F2280DB2C04F478A59B6BE0C407EDF6C95C62248F89AF90AD638,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-16T20:16:54Z,2026-08-18T03:04:52Z,Unassigned; tentative canopy/downlight or extra; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO; Exact fx-260818-f80f315-b OTA A/B verify passed 2026-08-18
9E5B14,D8:85:AC:9E:5B:14,PowerFeather V2,0.2,8,2,commissioned,fx-260818-f80f315-b,0F1119C6BA80F2280DB2C04F478A59B6BE0C407EDF6C95C62248F89AF90AD638,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-16T19:56:07Z,2026-08-18T03:04:52Z,Unassigned; tentative canopy/downlight or extra; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO; Exact fx-260818-05ed4b3-b OTA A/B verify passed 2026-08-18; fresh revision heartbeat survived the 20 s pending-verify gate; Exact fx-260818-f80f315-b OTA A/B verify passed 2026-08-18
9E5B18,D8:85:AC:9E:5B:18,PowerFeather V2,0.2,8,2,commissioned,fx-260818-f80f315-b,0F1119C6BA80F2280DB2C04F478A59B6BE0C407EDF6C95C62248F89AF90AD638,Generic_LFP,15000,2000,Party In The Woods,true,downlight,,2026-08-16T06:36:29Z,2026-08-18T02:57:20Z,Added from live fleet evidence; TMF8820 signature confirms canopy; exact fx-260818-05ed4b3-b OTA A/B verify passed 2026-08-18; fresh revision heartbeat survived the 20 s pending-verify gate; Exact fx-260818-f80f315-b OTA A/B verify passed 2026-08-18
9E5B24,D8:85:AC:9E:5B:24,PowerFeather V2,0.2,8,2,quarantined,chandelier-chain-2026-08-10.4,,Generic_LFP,6000,,,false,,,2026-08-19T19:59:13Z,2026-08-19T19:59:13Z,DO NOT INSTALL BATTERY - reversed LFP connection produced smoke; USB and existing firmware still run but the battery-path ICs exceeded absolute maximum; retire/e-waste
9E5B34,D8:85:AC:9E:5B:34,PowerFeather V2,0.2,8,2,commissioned,fx-260818-f80f315-b,0F1119C6BA80F2280DB2C04F478A59B6BE0C407EDF6C95C62248F89AF90AD638,Generic_LFP,,2000,Party In The Woods,true,,,2026-08-16T23:39:23Z,2026-08-18T03:04:52Z,Newly visible during universal rollout; prior assignment and capacity not yet reconciled; exact revision survived A/B verify; Exact fx-260818-f80f315-b OTA A/B verify passed 2026-08-18
9E5B44,D8:85:AC:9E:5B:44,PowerFeather V2,0.2,8,2,commissioned,fx-260818-f80f315-b,0F1119C6BA80F2280DB2C04F478A59B6BE0C407EDF6C95C62248F89AF90AD638,Generic_LFP,6000,2000,party-in-the-woods-v1,false,downlight,,2026-08-16T06:36:29Z,2026-08-25T03:46:20Z,Known field fixture omitted from the canonical registry; passive T-Deck census confirmed fresh class-1 heartbeat on the current fleet image; physical battery tier and installation position remain unresolved
9E5B48,D8:85:AC:9E:5B:48,PowerFeather V2,0.2,8,2,commissioned,fx-260818-f80f315-b,0F1119C6BA80F2280DB2C04F478A59B6BE0C407EDF6C95C62248F89AF90AD638,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-16T19:30:26Z,2026-08-18T03:10:21Z,Unassigned; tentative canopy/downlight or extra; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO; Exact fx-260818-f80f315-b OTA A/B verify passed 2026-08-18
9E5B5C,D8:85:AC:9E:5B:5C,PowerFeather V2,0.2,8,2,commissioned,fx-260828-d8f62c3-p,57F40023E1E599D60CF2A309E6A7AF2F94BF45716421309B2B3A15048B239097,Generic_LFP,6000,2000,Party In The Woods,true,uplight,trunk light - position TBD,2026-08-16T18:23:45Z,2026-08-28T23:21:16Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified; allocated to 6 Ah trunk-light fleet (runtime auto-probe)
9E5B68,D8:85:AC:9E:5B:68,PowerFeather V2,0.2,8,2,commissioned,fx-260818-f80f315-b,0F1119C6BA80F2280DB2C04F478A59B6BE0C407EDF6C95C62248F89AF90AD638,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-16T19:56:07Z,2026-08-18T02:57:20Z,Unassigned; tentative canopy/downlight or extra; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO; Exact fx-260818-05ed4b3-b OTA A/B verify passed 2026-08-18; fresh revision heartbeat survived the 20 s pending-verify gate; Exact fx-260818-f80f315-b OTA A/B verify passed 2026-08-18
9E5B8C,D8:85:AC:9E:5B:8C,PowerFeather V2,0.2,8,2,commissioned,fx-260818-f80f315-b,0F1119C6BA80F2280DB2C04F478A59B6BE0C407EDF6C95C62248F89AF90AD638,Generic_LFP,15000,2000,Party In The Woods,true,downlight,outer hanging ring - position TBD,2026-08-09T02:31:04Z,2026-08-18T02:57:26Z,TMF-hardened battery-backed OTA and rollback validation passed; MSA/TMF/BMP healthy; canopy-solenoid OTA fx-260816-cef34a4-b exact revision survived A/B verify window; 300mA IPRECHG exact revision survived A/B verify window; universal-default exact revision survived A/B verify; 300mA IPRECHG and solenoid capability enabled; Exact fx-260818-05ed4b3-b OTA A/B verify passed 2026-08-18; fresh revision heartbeat survived the 20 s pending-verify gate; Exact fx-260818-f80f315-b OTA A/B verify passed 2026-08-18
9E5B98,D8:85:AC:9E:5B:98,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-16T19:30:26Z,2026-08-16T19:30:55Z,Unassigned; tentative canopy/downlight or extra; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO
9E668C,D8:85:AC:9E:66:8C,PowerFeather V2,0.2,8,2,commissioned,fx-260818-f80f315-b,0F1119C6BA80F2280DB2C04F478A59B6BE0C407EDF6C95C62248F89AF90AD638,Generic_LFP,15000,2000,Party In The Woods,true,downlight,outer hanging ring - position TBD,2026-08-09T04:03:17Z,2026-08-18T02:57:26Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified; canopy-solenoid OTA fx-260816-cef34a4-b exact revision survived A/B verify window; 300mA IPRECHG exact revision survived A/B verify window; universal-default exact revision survived A/B verify; 300mA IPRECHG and solenoid capability enabled; Exact fx-260818-05ed4b3-b OTA A/B verify passed 2026-08-18; fresh revision heartbeat survived the 20 s pending-verify gate; Exact fx-260818-f80f315-b OTA A/B verify passed 2026-08-18
9F0E30,D8:85:AC:9F:0E:30,PowerFeather V2,0.2,8,2,commissioned,fx-260818-f80f315-b,0F1119C6BA80F2280DB2C04F478A59B6BE0C407EDF6C95C62248F89AF90AD638,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-16T19:56:07Z,2026-08-18T02:57:26Z,Unassigned; tentative canopy/downlight or extra; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO; Exact fx-260818-05ed4b3-b OTA A/B verify passed 2026-08-18; fresh revision heartbeat survived the 20 s pending-verify gate; Exact fx-260818-f80f315-b OTA A/B verify passed 2026-08-18
9F0E4C,D8:85:AC:9F:0E:4C,PowerFeather V2,0.2,8,2,commissioned,fx-260828-d8f62c3-p,57F40023E1E599D60CF2A309E6A7AF2F94BF45716421309B2B3A15048B239097,Generic_LFP,6000,2000,Party In The Woods,true,uplight,trunk light - position TBD,2026-08-16T18:23:45Z,2026-08-28T23:21:16Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified; allocated to 6 Ah trunk-light fleet (runtime auto-probe)
9F0E54,D8:85:AC:9F:0E:54,PowerFeather V2,0.2,8,2,commissioned,fx-260829-b0ff5db-b,276D6558116A40DA15F32ECCF6BC7A940EF6D827BA965DDB81A8A8F5B0E27AE0,Generic_LFP,15000,2000,Party In The Woods,true,downlight,outer hanging ring - position TBD,2026-08-09T05:12:10Z,2026-08-29T16:56:49Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified; canopy-solenoid OTA fx-260816-cef34a4-b exact revision survived A/B verify window; 300mA IPRECHG exact revision survived A/B verify window; universal-default exact revision survived A/B verify; 300mA IPRECHG and solenoid capability enabled; 2026-08-29 battery-installed recovery from genuine 3.030 V PROTECT entry passed exact fx-260829-b0ff5db-b USB commissioning and shared-WiFi gate; physical 15 Ah capacity restored; settled field/channel 11 COMMS healthy with MSA311/TMF8820/BMP581 samples and no BQ fault
9F0E5C,D8:85:AC:9F:0E:5C,PowerFeather V2,0.2,8,2,commissioned,fx-260818-f80f315-b,0F1119C6BA80F2280DB2C04F478A59B6BE0C407EDF6C95C62248F89AF90AD638,Generic_LFP,,2000,Party In The Woods,true,,,2026-08-16T23:39:23Z,2026-08-18T03:10:28Z,Discovered live during universal rollout; prior assignment and capacity not yet reconciled; exact revision survived A/B verify; Exact fx-260818-f80f315-b OTA A/B verify passed 2026-08-18
9F0E7C,D8:85:AC:9F:0E:7C,PowerFeather V2,0.2,8,2,commissioned,fx-260818-f80f315-b,0F1119C6BA80F2280DB2C04F478A59B6BE0C407EDF6C95C62248F89AF90AD638,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-16T20:16:54Z,2026-08-18T02:57:27Z,Unassigned; tentative canopy/downlight or extra; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO; Exact fx-260818-05ed4b3-b OTA A/B verify passed 2026-08-18; fresh revision heartbeat survived the 20 s pending-verify gate; Exact fx-260818-f80f315-b OTA A/B verify passed 2026-08-18
9F2638,D8:85:AC:9F:26:38,PowerFeather V2,0.2,8,2,commissioned,fx-260818-f80f315-b,0F1119C6BA80F2280DB2C04F478A59B6BE0C407EDF6C95C62248F89AF90AD638,Generic_LFP,,2000,Party In The Woods,true,,,2026-08-16T23:39:23Z,2026-08-18T03:10:28Z,Discovered live during universal rollout; prior assignment and capacity not yet reconciled; exact revision survived A/B verify; Exact fx-260818-f80f315-b OTA A/B verify passed 2026-08-18
9F2648,D8:85:AC:9F:26:48,PowerFeather V2,0.2,8,2,commissioned,fx-260828-d8f62c3-p,57F40023E1E599D60CF2A309E6A7AF2F94BF45716421309B2B3A15048B239097,Generic_LFP,6000,2000,Party In The Woods,true,uplight,trunk light - position TBD,2026-08-16T18:23:45Z,2026-08-28T23:21:16Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified; allocated to 6 Ah trunk-light fleet (runtime auto-probe)
9F2664,D8:85:AC:9F:26:64,PowerFeather V2,0.2,8,2,commissioned,fx-260818-05ed4b3-b,2986A0294827EF6BE970D2FFE50066C885F3107F139F8601D5054D797467E1DB,Generic_LFP,,2000,Party In The Woods,true,,,2026-08-16T23:39:23Z,2026-08-18T01:14:00Z,Discovered live during universal rollout; prior assignment and capacity not yet reconciled; exact revision survived A/B verify; Exact fx-260818-05ed4b3-b OTA A/B verify passed 2026-08-18; fresh revision heartbeat survived the 20 s pending-verify gate
9F266C,D8:85:AC:9F:26:6C,PowerFeather V2,0.2,8,2,commissioned,fx-260818-f80f315-b,0F1119C6BA80F2280DB2C04F478A59B6BE0C407EDF6C95C62248F89AF90AD638,Generic_LFP,15000,2000,Party In The Woods,true,downlight,,2026-08-16T08:05:23Z,2026-08-18T02:57:27Z,Battery-installed USB commissioning passed; shared-WiFi OTA endpoint and steady-red visual verified; canopy-solenoid OTA fx-260816-cef34a4-b exact revision survived A/B verify window; supervised USB-backed low-VBAT universal-default OTA survived A/B verify; Exact fx-260818-05ed4b3-b OTA A/B verify passed 2026-08-18; fresh revision heartbeat survived the 20 s pending-verify gate; Exact fx-260818-f80f315-b OTA A/B verify passed 2026-08-18
9F2678,D8:85:AC:9F:26:78,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-16T20:22:53Z,2026-08-16T20:23:20Z,Unassigned; tentative canopy/downlight or extra; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO
9F2680,D8:85:AC:9F:26:80,PowerFeather V2,0.2,8,2,commissioned,fx-260818-f80f315-b,0F1119C6BA80F2280DB2C04F478A59B6BE0C407EDF6C95C62248F89AF90AD638,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-17T19:34:50Z,2026-08-18T03:10:28Z,Battery-installed USB commissioning passed; shared-WiFi OTA endpoint verified; Exact fx-260818-f80f315-b OTA A/B verify passed 2026-08-18
9F2684,D8:85:AC:9F:26:84,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-16T18:42:56Z,2026-08-16T18:43:19Z,Unassigned; likely inner-ring canopy/downlight candidate; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO
9F2688,D8:85:AC:9F:26:88,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-16T18:42:56Z,2026-08-16T18:43:21Z,Unassigned; likely inner-ring canopy/downlight candidate; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO
9F268C,D8:85:AC:9F:26:8C,PowerFeather V2,0.2,8,2,commissioned,fx-260829-b0ff5db-b,276D6558116A40DA15F32ECCF6BC7A940EF6D827BA965DDB81A8A8F5B0E27AE0,Generic_LFP,6000,2000,party-in-the-woods-v1,true,perimeter,,2026-08-30T10:06:48Z,2026-08-30T10:06:48Z,First canonical registry entry; old fx-260817-ec7f28d-b image was still in commission profile with retained PROTECT; field profile persisted and exact USB service-artifact flash preserved NVS; externally powered charge recovery cleared the retained latch before the service-image verification boot; shared-WiFi endpoint verified; field/channel 11 and healthy MSA311/VL53L5CX reads verified; future dual-site production tail required
9F2694,D8:85:AC:9F:26:94,PowerFeather V2,0.2,8,2,commissioned,fx-260828-d8f62c3-p,57F40023E1E599D60CF2A309E6A7AF2F94BF45716421309B2B3A15048B239097,Generic_LFP,6000,2000,Party In The Woods,true,uplight,trunk light - position TBD,2026-07-30T20:43:57Z,2026-08-28T23:21:16Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified; allocated to 6 Ah trunk-light fleet (runtime auto-probe)
